ticket_id,created_at,resolved_at,category,resolution_hours,description
TICK-00616,2024-03-11 03:12:00,2024-03-11 03:54:32.879824,Integration/API,0.7091332845769971,"""I'm encountering an error message when trying to connect our CRM system to our email marketing platform. I've double-checked the API key and endpoint URL, but I'm still unable to establish the integration successfully. Can you provide some guidance on troubleshooting this issue?"""
TICK-01697,2024-03-11 04:43:00,2024-03-11 05:56:50.747051,Billing/Subscription,1.23076306968889,"""I noticed that I was charged twice for my subscription last month. Can someone please help me get a refund for the extra charge? Thank you."""
TICK-04596,2024-03-11 06:04:00,2024-03-11 08:16:35.873350,Authentication/Login,2.2099648194045463,"""I am experiencing difficulty logging into my account, even after several attempts with the correct password. I have not received any notification of my account being locked out or any other issues. Can you please assist me in resolving this login problem as soon as possible? Thank you."""
TICK-03667,2024-03-11 08:37:00,2024-03-12 04:55:39.115849,Authentication/Login,20.310865513541774,"""I am unable to login to my account using my usual password, and when I try to reset it, I don't receive the reset email. I've checked my spam folder and it's not there. Can you help me regain access to my account?"""
TICK-02369,2024-03-11 08:47:00,2024-03-12 06:53:47.619765,Performance/Speed,22.113227712531522,"""Our website is taking a long time to load and appears to be lagging when navigating between pages. This issue has been occurring for the past few days and is impacting our team's productivity. We've already tried clearing our browser cache, but the problem persists. Can you please help us troubleshoot this and improve the performance of our website?"""
TICK-04855,2024-03-11 08:48:00,2024-03-11 19:00:41.893751,Authentication/Login,10.211637152928857,"""I can't seem to log into my account, even after resetting my password. It keeps saying my credentials are incorrect, but I'm sure I'm entering them correctly. Can someone help me figure out what's going on with my account?""

""I'm having trouble with the multi-factor authentication process when trying to log in. I'm not receiving the code on my phone, and I can't access my account without it. Can you assist me in resolving this issue?"""
TICK-04545,2024-03-11 09:22:00,2024-03-11 22:48:14.360521,Integration/API,13.437322366999313,"""I am trying to set up the integration between our CRM system and the new email marketing platform, but I keep getting an error when trying to connect the two. I've double-checked the API key and verified that all the required fields are filled out correctly, but the integration still fails. Any assistance in resolving this issue would be greatly appreciated."""
TICK-03629,2024-03-11 09:24:00,2024-03-11 15:23:12.774163,Authentication/Login,5.986881711902997,"""I'm having trouble logging into my account. I've tried resetting my password multiple times but still can't access my account. Can you help me troubleshoot this issue? I really need to get in and access my information as soon as possible."""
TICK-03488,2024-03-11 09:27:00,2024-03-11 16:21:23.279231,Billing/Subscription,6.906466453094448,"""I upgraded my subscription plan last week, but I'm still being billed at the old rate. Can you please adjust my billing to reflect the new plan? I also received an error message when trying to update my payment method, can you assist with that as well?"""
TICK-04972,2024-03-11 09:53:00,2024-03-12 02:45:57.409947,Authentication/Login,16.882613874283464,"""I can't log into my account even after resetting my password twice. I keep getting an error message saying my credentials are incorrect, but I'm positive I'm entering the right information. Can someone help me regain access to my account?"""
TICK-04955,2024-03-11 10:03:00,2024-03-12 06:17:09.174347,Authentication/Login,20.235881763018337,"""I am unable to log into my account and keep getting an error message saying my password is incorrect, even though I know it's right. I've tried resetting it multiple times but still can't access my account. Can you please help me resolve this issue as soon as possible?"""
TICK-02487,2024-03-11 10:16:00,2024-03-11 19:15:12.824851,Authentication/Login,8.986895791903141,"""I tried to log into my account but keep getting an error message saying my password is incorrect, even though I'm sure it's right. I've tried resetting my password multiple times, but I still can't access my account. Can you help me resolve this issue as soon as possible?"""
TICK-03503,2024-03-11 10:20:00,2024-03-11 14:44:24.474270,Authentication/Login,4.406798408234711,"""I can't seem to log into my account even after resetting my password multiple times. I keep getting an error message saying my account is locked out. Can someone please help me with this issue as soon as possible?"""
TICK-01933,2024-03-11 11:01:00,2024-03-12 10:19:37.581073,Authentication/Login,23.310439187037094,"""I can't seem to log into my account, even though I'm sure I'm entering the correct password. I've tried resetting it multiple times, but I'm still unable to access my account. Can you please help me figure out what's going on? Thank you."""
TICK-02101,2024-03-11 11:02:00,2024-03-12 03:19:39.084386,Authentication/Login,16.294190107097503,"""I can't seem to log into my account, even after several attempts. I've tried resetting my password, but I'm not receiving the reset email. I'm also not sure if my multi-factor authentication is set up correctly. Can someone help me troubleshoot this issue?"""
TICK-00261,2024-03-11 11:21:00,2024-03-11 23:39:10.441515,Authentication/Login,12.302900420944287,"""I've been trying to log into my account, but it keeps saying my password is incorrect even though I know it's right. I've tried resetting it multiple times but still can't get in. Can you please help me resolve this issue as soon as possible?"""
TICK-01141,2024-03-11 11:28:00,2024-03-11 13:28:16.382715,Feature Usage,2.0045507541005017,"""I'm having trouble figuring out how to schedule recurring tasks in the app. I've tried following the instructions in the help section, but I'm still not sure if I'm doing it correctly. Can someone walk me through the steps or provide more detailed instructions on how to set this up?"""
TICK-01815,2024-03-11 12:12:00,2024-03-12 10:57:25.500673,Authentication/Login,22.757083520395064,"""I've been trying to log into my account for the past hour, but it keeps telling me my password is incorrect. I even tried resetting it, but I'm not receiving the password reset email. Can you please help me regain access to my account?"""
TICK-02523,2024-03-11 12:40:00,2024-03-12 06:15:11.345078,Integration/API,17.58648474401243,"""Hi there, I'm having trouble setting up our system to communicate with your API. I keep getting errors when trying to send data through. I've double-checked my credentials and followed the integration guide, but it's still not working. Can someone help troubleshoot this with me?"""
TICK-03140,2024-03-11 12:41:00,2024-03-12 00:53:41.913833,Authentication/Login,12.2116427314218,"""I'm having trouble accessing my account and keep getting an error message when trying to log in. I've tried resetting my password multiple times, but still can't get in. Can someone please help me troubleshoot this issue?"""
TICK-00749,2024-03-11 12:59:00,2024-03-11 17:34:48.812651,Authentication/Login,4.596892403095837,"""Hello, I'm having trouble logging into my account. I've tried resetting my password multiple times but I still can't access my account. Can someone please help me get back in? Thank you!"""
TICK-00134,2024-03-11 13:00:00,2024-03-11 14:06:56.288469,Integration/API,1.1156356857611605,"""Hi there, I'm having trouble getting my website to connect to my CRM using the provided API. I've double-checked the integration setup, but I'm still seeing an error message when I try to push new leads into the system. Can you help me troubleshoot this issue?"""
TICK-01930,2024-03-11 13:51:00,2024-03-12 08:29:56.925426,Performance/Speed,18.649145951609604,"""Our website is taking an unusually long time to load, and sometimes it even times out. This is causing a lot of frustration for our customers and impacting our business. We need urgent assistance to resolve this speed issue as soon as possible."""
TICK-00774,2024-03-11 14:01:00,2024-03-12 02:10:03.877815,Billing/Subscription,12.151077170758539,"""I was mistakenly billed twice for my subscription this month. I would like to request a refund for the extra charge. My account email is [email address] and my subscription plan is the Basic Plan."""
TICK-00529,2024-03-11 14:13:00,2024-03-11 21:34:51.760689,Feature Usage,7.364377969192076,"""I'm having trouble figuring out how to use the new collaboration feature in the app. I've tried following the instructions in the help section, but I'm still not able to invite team members to edit the document with me. Can you provide some guidance on how to properly set this up?"""
TICK-04200,2024-03-11 16:01:00,2024-03-12 11:42:18.955313,Feature Usage,19.688598698148212,"""I'm having trouble figuring out how to use the new file sharing feature. Can you walk me through the steps on how to upload and share a document with a coworker? It's not as intuitive as I expected and I could use some guidance on the best way to utilize this feature."""
TICK-04027,2024-03-11 19:36:00,2024-03-11 20:20:41.460314,Billing/Subscription,0.7448500872958836,"""I was charged twice for my subscription this month and I would like a refund for the extra charge. Can you please look into this and let me know what steps I need to take to resolve the issue? Thank you."""
TICK-03266,2024-03-11 23:06:00,2024-03-11 23:43:26.206883,Feature Usage,0.6239463562643535,"""I'm having trouble setting up recurring tasks in the app. I've followed the instructions, but they don't seem to be showing up on the calendar. Can you please guide me on how to properly schedule and view recurring tasks? It's an important feature for my workflow, so I really need some assistance with this."""
TICK-01194,2024-03-12 01:45:00,2024-03-12 06:32:49.201655,Billing/Subscription,4.797000459602775,"""I was charged twice for my subscription this month and I would like a refund for the duplicate charge. My account username is [username] and I can provide you with the transaction IDs if needed. Thank you for your assistance in resolving this issue."""
TICK-04843,2024-03-12 04:46:00,2024-03-13 04:21:06.691274,Feature Usage,23.5851920206872,"""I am having trouble figuring out how to use the new task assignment feature in the app. I've tried following the instructions in the help section, but I'm still not sure how to assign tasks to my team members. Can you provide some guidance on how to effectively use this feature?"""
TICK-02714,2024-03-12 06:26:00,2024-03-12 08:34:05.077032,Authentication/Login,2.134743619988572,"""I can't seem to log into my account with my usual password. I've tried resetting it multiple times but still can't access my account. Can someone help me figure out what's going on?"""
TICK-03356,2024-03-12 07:08:00,2024-03-12 20:10:10.886143,Authentication/Login,13.036357262055148,"""I'm having trouble logging into my account. I've tried resetting my password multiple times, but it still won't allow me to sign in. Can you help me resolve this issue as soon as possible?"""
TICK-02820,2024-03-12 08:45:00,2024-03-12 17:57:51.500118,Authentication/Login,9.21430558846485,"""I can't seem to log in to my account using the same password I've always used. I've tried resetting it multiple times but still can't get access. Could someone please help me with this issue as soon as possible? I have urgent work to complete within my account."""
TICK-00724,2024-03-12 08:48:00,2024-03-12 10:53:50.374871,Authentication/Login,2.0973263529950525,"""I'm having trouble logging into my account. I've tried resetting my password multiple times, but I'm still unable to access my account. Can you please help me with resolving this issue as soon as possible?"""
TICK-02257,2024-03-12 09:17:00,2024-03-12 18:56:46.059015,Billing/Subscription,9.662794170966604,"""I noticed that I was charged twice for my subscription this month. Could you please look into this and issue a refund for the duplicate charge? Thank you.""
"
TICK-04099,2024-03-12 09:28:00,2024-03-12 18:47:05.013550,Feature Usage,9.31805931957029,"""I'm trying to use the new formatting feature, but I can't seem to find it in the toolbar. Can you please guide me on how to access it? I'm working on a time-sensitive project, so any help would be appreciated. Thank you!"""
TICK-04670,2024-03-12 09:30:00,2024-03-13 06:21:25.198378,Feature Usage,20.856999549376802,"""I'm having trouble figuring out how to use the new task assignment feature in the app. I tried following the instructions in the help documentation, but I'm still not sure if I'm doing it correctly. Can someone walk me through the steps or provide additional guidance on how to best utilize this feature?"""
TICK-03325,2024-03-12 09:37:00,2024-03-12 20:44:15.907798,Feature Usage,11.12108549957104,"""I'm trying to use the new file sharing feature, but I can't seem to find the option to upload my files. Can you guide me on how to use this feature? It would be helpful to have step-by-step instructions on how to share and access files with my team using this feature."""
TICK-03509,2024-03-12 09:51:00,2024-03-13 04:30:31.502241,Feature Usage,18.65875062256947,"""I'm having trouble figuring out how to use the new tagging feature in the app. I've tried to tag some items, but I can't seem to find them afterwards. Can you provide some guidance on how to properly use this feature? I want to make sure I'm using it correctly to keep my items organized."""
TICK-01872,2024-03-12 09:52:00,2024-03-12 18:46:20.698234,Authentication/Login,8.905749509517868,"""I'm having trouble logging into my account. I've tried resetting my password multiple times, but I'm still unable to access my account. It seems like I might be locked out - can you please help me regain access as soon as possible?"""
TICK-01715,2024-03-12 10:31:00,2024-03-12 22:37:56.405304,Authentication/Login,12.115668140013465,"""I can't seem to log in to my account even after resetting my password multiple times. Every time I try to authenticate, I keep getting an error message saying 'invalid credentials'. I really need to access my account as soon as possible, as I have an urgent task to complete.""
"
TICK-04082,2024-03-12 10:37:00,2024-03-12 15:24:52.094340,Authentication/Login,4.797803983219799,"""I am unable to log in to my account despite entering the correct password. I have tried resetting my password multiple times, but I still cannot access my account. I need assistance resolving this issue as soon as possible, as I have important tasks to complete within the account."""
TICK-03369,2024-03-12 10:38:00,2024-03-13 02:48:22.133336,Authentication/Login,16.172814815504776,"""I'm having trouble accessing my account and keep getting an error message when I try to log in. I've tried resetting my password multiple times, but I'm still unable to login. Can someone help me troubleshoot this issue and regain access to my account?"""
TICK-03713,2024-03-12 10:50:00,2024-03-13 01:37:44.409021,Feature Usage,14.795669172482027,"""I'm having trouble figuring out how to use the new scheduling feature in the app. I've followed the instructions in the user guide, but I still can't seem to get it to work properly. Can you provide some additional guidance on how to utilize this feature effectively?"""
TICK-00504,2024-03-12 10:52:00,2024-03-13 07:40:02.081655,Authentication/Login,20.800578237562554,"""I can't seem to log into my account despite entering the correct password. I've tried resetting my password multiple times but I'm still unable to access my account. Can you please help resolve this issue as soon as possible as I have urgent tasks to complete within my account?"""
TICK-00227,2024-03-12 11:02:00,2024-03-12 12:32:35.378898,Performance/Speed,1.5098274716032742,"""Hi, I've been experiencing really slow loading times when I try to access the dashboard and reports on the website. It's been happening for the past few days and it's becoming quite frustrating. Can you please look into this and help me understand what might be causing the slow performance?"""
TICK-03820,2024-03-12 11:21:00,2024-03-13 08:53:17.367912,Authentication/Login,21.53815775333145,"""I am unable to log into my account with my usual password. I have tried resetting it multiple times, but the new password still does not work. Can someone please assist me in getting back into my account? It seems like my account may be locked as I keep receiving an error message after multiple login attempts."""
TICK-02035,2024-03-12 11:38:00,2024-03-13 04:15:21.651531,Authentication/Login,16.622680980792573,"""I've tried several times to log into my account, but I keep getting an error message saying my password is incorrect. I've followed the steps to reset my password, but I'm not receiving the reset email. Can you please help me regain access to my account?"""
TICK-03390,2024-03-12 11:39:00,2024-03-12 15:42:25.794857,Feature Usage,4.057165238087941,"""I'm having trouble figuring out how to use the tagging feature in the app. I've tried following the instructions in the help section, but I'm still not able to tag my posts. Can someone walk me through the process step by step? Thank you!"""
TICK-00647,2024-03-12 11:41:00,2024-03-12 17:39:13.701088,Integration/API,5.970472524348484,"""I'm having trouble setting up the connection between our CRM software and the new email marketing platform. The data isn't syncing properly and some contacts are getting duplicated. Can you help me troubleshoot this integration issue?"""
TICK-01860,2024-03-12 12:37:00,2024-03-13 05:55:18.343043,Feature Usage,17.30509528965784,"""I'm having trouble figuring out how to use the new collaboration feature in the app. I've tried following the instructions in the user guide, but I'm still not able to see how to invite others to collaborate on a document. Can you provide some guidance or walk me through the steps? Thanks!"""
TICK-03668,2024-03-12 12:51:00,2024-03-12 19:30:56.307147,Performance/Speed,6.665640874198999,"""The website is taking forever to load, and I keep experiencing timeouts when trying to access different pages. This has been happening for the past couple of days and is really affecting my ability to get work done. Can you please look into this issue and help me resolve it as soon as possible?"""
TICK-01245,2024-03-12 13:13:00,2024-03-13 06:34:32.725752,Performance/Speed,17.359090486733624,"""Hi, I've been experiencing really slow loading times when trying to access my account. It's taking much longer than usual for pages to load and I'm finding it quite frustrating. Is there anything that can be done to improve the speed of the system?"""
TICK-02709,2024-03-12 13:37:00,2024-03-12 22:56:02.379646,Billing/Subscription,9.317327679445564,"I upgraded my subscription plan last week, but I'm still being charged at the old rate. Can you please look into this and adjust the billing for me? Thank you.

I received a payment failure notification, but I believe my payment information is up to date. Can you help me understand why the payment did not go through? Thank you."
TICK-00317,2024-03-12 14:05:00,2024-03-13 06:59:32.723640,Billing/Subscription,16.909089899880136,"""I was charged an incorrect amount on my recent invoice and would like to dispute the charge. Can you please review my account and provide a breakdown of the charges? I also need assistance upgrading my subscription plan to include additional features."""
TICK-04496,2024-03-12 14:13:00,2024-03-12 20:43:59.960801,Integration/API,6.516655778179734,"""I recently implemented your API for our e-commerce website, but we're consistently seeing errors when trying to retrieve customer data. We've checked our code and everything seems to be in order, but the API calls keep failing. We need help troubleshooting this issue as it's impacting our ability to provide a seamless shopping experience for our customers."""
TICK-03734,2024-03-12 15:32:00,2024-03-13 15:18:29.681543,Performance/Speed,23.77491153965159,"""The website is taking a very long time to load, and sometimes it times out completely. This is causing a lot of frustration for our team as we try to work efficiently. We have tried accessing the site from different devices and networks, but the slow performance persists."""
TICK-03606,2024-03-12 15:49:00,2024-03-12 23:48:59.933252,Integration/API,7.999981458854272,"I am trying to set up the integration with my CRM system, but I keep getting an error message when attempting to connect to the API. I have double-checked my API key and endpoint URL, but I'm still unable to establish the connection. I need assistance resolving this issue so I can start syncing my data seamlessly."
TICK-03840,2024-03-12 16:48:00,2024-03-12 21:35:11.527389,Billing/Subscription,4.786535385744824,"""I recently upgraded my subscription plan, but I'm still being billed at the previous rate. Can someone please assist me with adjusting my billing to reflect the new plan? Thank you!"""
TICK-04489,2024-03-12 16:58:00,2024-03-14 09:18:51.306458,Miscellaneous,40.34758512724547,"""I accidentally deleted an important file from my account and I can't seem to find a way to recover it. Can you please help me with this issue as soon as possible? Thank you!"""
TICK-02812,2024-03-12 21:22:00,2024-03-13 20:43:52.632786,Billing/Subscription,23.36462021827664,"""I recently upgraded to the premium plan but noticed that I was still being charged for the basic plan as well. Can you please review my subscription and make sure I am only charged for the premium plan going forward? Thank you!"""
TICK-00232,2024-03-12 22:36:00,2024-03-13 20:25:01.374394,Integration/API,21.817048442782013,"""Hi, I'm having trouble getting our system to connect with a third-party platform using the provided API. We've double-checked the credentials and followed the integration instructions, but we keep getting error messages when trying to push data through. Can someone help us troubleshoot this integration issue so we can get everything back up and running smoothly?"""
TICK-04047,2024-03-13 08:11:00,2024-03-14 06:14:04.688786,Authentication/Login,22.05130244044018,"""I'm having trouble logging into my account. I've tried resetting my password multiple times but I'm still unable to access my account. It's really frustrating as I need to complete some urgent tasks in my account."""
TICK-00348,2024-03-13 08:26:00,2024-03-13 22:38:24.502946,Authentication/Login,14.2068063737682,"""I'm having trouble logging into my account. I've tried resetting my password multiple times, but I'm still not able to access my account. Can you please help me resolve this issue as soon as possible? Thank you!"""
TICK-02259,2024-03-13 08:43:00,2024-03-13 15:38:57.325435,Billing/Subscription,6.932590398566672,"I recently upgraded my subscription plan, but I'm still being charged for the old plan. I would like to dispute the incorrect charges and make sure I am on the correct plan. Thank you."
TICK-00040,2024-03-13 09:19:00,2024-03-13 16:32:03.099803,Authentication/Login,7.217527723165899,"""I'm having trouble logging into my account. I've tried resetting my password multiple times, but I still can't get in. It keeps saying my account is locked, but I'm sure I'm using the correct credentials. Can you please help me regain access to my account?"""
TICK-02907,2024-03-13 09:30:00,2024-03-14 09:17:46.117557,Performance/Speed,23.796143765881933,"""The website is taking a very long time to load, and sometimes it times out completely. I've tried accessing it from different devices and networks, but the issue persists. It's really impacting my ability to use the service effectively - can you help me troubleshoot this speed issue?"""
TICK-03598,2024-03-13 10:22:00,2024-03-13 18:03:34.477419,Performance/Speed,7.692910394205259,"""Hello, I've been experiencing really slow loading times when trying to access my account dashboard. It's taking a lot longer than usual for the page to load, and sometimes it even times out. I've tried refreshing the page and clearing my browser cache, but the issue persists. Can you please look into this and help me resolve it?"""
TICK-04946,2024-03-13 10:58:00,2024-03-13 19:01:00.823748,Billing/Subscription,8.050228818809904,"""I was charged twice for my monthly subscription and I would like to dispute one of the charges. I can provide the transaction details if needed. Please assist me in resolving this issue as soon as possible."""
TICK-02765,2024-03-13 10:59:00,2024-03-14 01:19:13.997394,Performance/Speed,14.337221498219753,"""Hello, I've been experiencing slow loading times on the website, especially when trying to access my account dashboard. It's been occurring for the past few days and is making it difficult for me to manage my tasks efficiently. Can you please investigate and fix this issue as soon as possible?"""
TICK-02805,2024-03-13 11:05:00,2024-03-13 13:03:25.537273,Authentication/Login,1.9737603535876795,"""I'm unable to access my account and keep getting an error message when trying to log in. I've tried resetting my password multiple times but still can't get in. Can someone please help me resolve this issue and regain access to my account?"""
TICK-03864,2024-03-13 11:17:00,2024-03-14 07:49:02.394461,Performance/Speed,20.533998461475143,"""My account dashboard is taking a long time to load, and I'm experiencing frequent timeouts when trying to navigate between pages. This slowdown is making it difficult for me to access important information and is affecting my ability to work efficiently. Can you please investigate and resolve this performance issue as soon as possible?"""
TICK-00828,2024-03-13 11:18:00,2024-03-14 01:21:06.255744,Miscellaneous,14.051737706548268,"""I am unable to access my account using the normal steps. I have tried resetting my password but still cannot log in. I need assistance as soon as possible.""
"
TICK-01335,2024-03-13 11:38:00,2024-03-14 08:29:58.065425,Authentication/Login,20.86612928471101,"""I can't seem to log into my account even after trying to reset my password. I keep getting an error message saying my account is locked. Can someone please help me sort this out so I can access my account again?"""
TICK-03335,2024-03-13 12:17:00,2024-03-14 03:57:53.297845,Performance/Speed,15.68147162373232,"""I'm experiencing really slow loading times when I try to access my account and it's making it difficult to get my work done. I've tried refreshing the page and using a different browser, but the problem persists. Can you please look into this and let me know what might be causing the issue?"""
TICK-01358,2024-03-13 12:18:00,2024-03-13 17:48:31.073471,Integration/API,5.50863151959847,"""Hi there, I'm having trouble setting up the connection between our platform and another system using the provided API. I keep receiving an error message when trying to authenticate the integration. Can someone help me troubleshoot this issue and get our systems talking to each other?"""
TICK-03920,2024-03-13 12:27:00,2024-03-14 02:34:36.733742,Feature Usage,14.12687048384546,"""I'm having trouble figuring out how to use the new file sharing feature in the app. I've tried following the instructions in the help section, but I'm still not able to share files with my team. Can you provide some guidance on how to properly utilize this feature?"""
TICK-01137,2024-03-13 12:43:00,2024-03-13 13:15:22.936859,Performance/Speed,0.5397046830380972,"""I've noticed that the system is taking much longer than usual to load, and sometimes I'm experiencing timeouts when trying to access certain pages. This has been happening consistently for the past few days and it's causing delays in my work. It's especially frustrating during peak hours when I need to access important information quickly."""
TICK-01236,2024-03-13 14:36:00,2024-03-13 23:37:40.126989,Integration/API,9.027813052382873,"""I'm trying to set up the integration between our CRM platform and our email marketing tool, but I keep getting an error message when I try to connect them. I've followed the instructions from both platforms, but it's still not working. Can you help me troubleshoot this issue and get the integration up and running smoothly?"""
TICK-00804,2024-03-13 14:51:00,2024-03-14 02:51:41.644068,Feature Usage,12.01156779680059,"""I'm having trouble understanding how to use the new collaboration feature in the app. I followed the instructions in the help guide, but it's not working as expected. Can someone walk me through the steps or provide a tutorial on how to effectively utilize this feature?"""
TICK-04527,2024-03-13 15:42:00,2024-03-14 00:22:18.712625,Performance/Speed,8.671864618024422,"""I've been experiencing significant lag and slow loading times while trying to access various sections of the website. This is making it difficult for me to complete important tasks and is causing frustration. Can you please look into this issue and provide a solution as soon as possible?"""
TICK-02763,2024-03-14 06:01:00,2024-03-15 00:59:25.701619,Authentication/Login,18.973806005381512,"""I'm having trouble accessing my account and keep getting an error message when I try to log in. I've already tried resetting my password but I'm still unable to login. Can you please help me resolve this issue as soon as possible?"""
TICK-00439,2024-03-14 06:17:00,2024-03-14 21:37:37.531485,Authentication/Login,15.34375874589338,"""I'm having trouble accessing my account and keep getting an error message when I try to log in. I've tried resetting my password multiple times but I'm still unable to get in. Can you please help me resolve this issue so I can access my account?"""
TICK-00722,2024-03-14 09:15:00,2024-03-14 14:24:59.401919,Performance/Speed,5.166500533116872,"1. ""I've been experiencing significant lag when using the app, especially when loading large files or images. It's been slowing down my workflow and making it difficult to complete tasks efficiently.""

2. ""The system seems to be timing out frequently when I try to access certain sections of the platform, making it difficult to track updates and collaborate with my team. Is there a way to improve the overall performance and reduce these slowdowns?"""
TICK-02586,2024-03-14 09:15:00,2024-03-14 10:33:46.179276,Billing/Subscription,1.3128275765344,"""I was billed for a subscription upgrade that I didn't authorize and would like to dispute the charge. I've already reached out to my bank, but I also need assistance reversing the charge on the platform. Can someone from customer support please help me with this issue?"""
TICK-01840,2024-03-14 09:25:00,2024-03-15 04:48:57.693837,Authentication/Login,19.399359399294653,"""I am unable to access my account and keep getting an error message when trying to reset my password. I've tried several times with no success. Please help me regain access to my account as soon as possible."""
TICK-03258,2024-03-14 10:10:00,2024-03-14 12:54:19.036005,Feature Usage,2.738621112435207,"""I am having trouble figuring out how to use the new task assignment feature in the app. I've tried following the instructions in the help documentation, but I'm still not able to assign tasks to my team members. Can someone walk me through the steps or provide additional guidance on how to use this feature effectively?"""
TICK-04828,2024-03-14 10:17:00,2024-03-15 05:15:23.481579,Authentication/Login,18.973189327437517,"""I am unable to access my account due to a forgotten password and the password reset link is not working. I have tried multiple times and have not received the email to reset my password. Can you please assist me in regaining access to my account?"""
TICK-03571,2024-03-14 10:38:00,2024-03-15 10:05:48.081985,Feature Usage,23.463356106975773,"""I'm having trouble figuring out how to create a recurring task in the app. I've looked through the help articles, but I'm still not sure how to do it. Can you walk me through the process or point me to a tutorial that covers this feature?"""
TICK-01717,2024-03-14 10:45:00,2024-03-15 04:00:30.640443,Integration/API,17.258511234126686,"""Hello, I'm trying to integrate our software with a third-party app using the provided API, but I keep getting error messages when I attempt to connect the systems. I've double-checked the authentication credentials and the endpoint URLs, but I'm still unable to establish the integration. Can you please assist in troubleshooting this issue and provide guidance on how to successfully set up the API integration?"""
TICK-02865,2024-03-14 10:55:00,2024-03-15 04:45:15.280224,Integration/API,17.837577840008443,"""I'm having trouble setting up the integration between our CRM system and our email marketing platform. I've followed the provided instructions, but I keep getting an error message when trying to sync the data. Can someone please help me troubleshoot this issue and get the integration up and running?"""
TICK-04738,2024-03-14 11:45:00,2024-03-14 22:45:42.993658,Authentication/Login,11.011942682839852,"""I can't seem to remember my password and every time I try to reset it, I don't receive the email with the reset link. Can you please help me regain access to my account? I'm afraid I might be locked out soon if I can't resolve this issue.""

""I'm having trouble logging in using my usual method and when I try to use the multi-factor authentication, it's not sending the verification code to my device. I need to access my account urgently, so any assistance you can provide would be greatly appreciated."""
TICK-04434,2024-03-14 12:01:00,2024-03-15 10:27:55.031061,Billing/Subscription,22.448619739032043,"""I was billed an incorrect amount on my last invoice and need assistance resolving the issue. I believe there was an error in the charges for my plan upgrade. Can someone please review my account and help me understand the discrepancies in my billing statement?"""
TICK-02932,2024-03-14 12:18:00,2024-03-15 11:08:25.112545,Authentication/Login,22.840309040381086,"""I can't seem to access my account even after entering the correct password. I've tried resetting it multiple times but still can't log in. Can someone please assist me with this issue as soon as possible?"""
TICK-00574,2024-03-14 12:33:00,2024-03-15 06:26:40.613184,Authentication/Login,17.894614773407884,"""I'm having trouble accessing my account with my usual password. I've tried resetting it multiple times, but I'm still unable to log in. Can you please help me reset my password or troubleshoot the issue? Thank you!"""
TICK-00302,2024-03-14 12:52:00,2024-03-15 00:48:38.821366,Billing/Subscription,11.944117046128369,"""I was charged twice for my monthly subscription and would like a refund for the duplicate charge. My account ID is 123456789 and the charges appeared on my statement on July 15th. I have already tried contacting my bank, but they directed me to reach out to the support team for assistance with this issue."""
TICK-03738,2024-03-14 13:01:00,2024-03-15 09:49:27.935313,Integration/API,20.807759809291827,"I'm having trouble setting up the connection between our CRM software and our email marketing platform. When I try to initiate the integration process, I keep getting an error message that says the connection cannot be established. I've followed the integration documentation provided by both platforms, but I'm still unable to resolve the issue. Can someone please assist me with troubleshooting this integration problem?"
TICK-02392,2024-03-14 13:15:00,2024-03-15 06:27:47.962151,Billing/Subscription,17.213322819615843,"I have been experiencing issues with my monthly subscription payment. I made the payment last week, but my account still shows as unpaid and my access to premium features is limited. I would like to resolve this issue as soon as possible as it is impacting my ability to use the service effectively. Thank you for your assistance."
TICK-00420,2024-03-14 15:26:00,2024-03-15 13:02:06.263584,Performance/Speed,21.60173988432919,"""I've been experiencing really slow loading times on the website for the past few days, especially when trying to access certain pages or features. It's been quite frustrating and has been affecting my productivity. Is there anything that can be done to improve the speed and performance of the site?"""
TICK-03075,2024-03-14 15:55:00,2024-03-15 09:00:46.177495,Performance/Speed,17.09616041530092,"""Hello, I've been experiencing really slow loading times when trying to access my account. It's been taking much longer than usual for pages to load, and sometimes I even encounter timeouts. Can you please help me figure out what's causing this issue and how to resolve it? Thank you!"""
TICK-03160,2024-03-14 22:25:00,2024-03-15 06:26:54.403981,Feature Usage,8.031778883577946,"""I'm having trouble figuring out how to use the new time tracking feature. I can't seem to find the option to start and stop the timer for each task. Can you provide some guidance on how to use this feature effectively?"""
TICK-02623,2024-03-15 03:47:00,2024-03-16 01:32:09.662569,Billing/Subscription,21.75268404703625,"""I recently upgraded my subscription plan, but I'm still getting billed at the old rate. I'd like to have the billing issue resolved and ensure that I am only being charged for the upgraded plan going forward. Can you please help me with this matter?"""
TICK-03892,2024-03-15 05:17:00,2024-03-15 22:24:53.497247,Billing/Subscription,17.13152701317758,"I was charged twice for my subscription last month, and I'd like to dispute the second charge. I can provide the relevant transaction details if needed. Thank you for your assistance with resolving this issue."
TICK-01186,2024-03-15 06:23:00,2024-03-15 11:07:24.727578,Authentication/Login,4.74020210509046,"""I'm having trouble logging into my account. I've tried resetting my password multiple times but I'm not receiving the reset emails. Can you help me regain access to my account? I have urgent tasks to complete and I need to login as soon as possible."""
